id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
674,2009-05-26,511237.71,5,6,4329,8528,3,0,3,2,1,3919,882,1916,0,98007,47.640165876044094,-121.72530451502725
675,1903-06-26,637888.76,4,2,2833,4099,2,1,1,1,1,3477,4,1903,1964,98003,47.576215245324626,-122.54823390367227
676,1982-02-19,567505.96,5,1,1120,5938,2,0,3,5,13,3217,900,1922,0,98008,47.11321796876437,-122.34311879319758
677,2007-11-12,574524.79,2,3,2364,1358,1,0,3,4,7,1812,1768,1989,0,98007,47.387109893521306,-121.70644833109074
678,1973-01-08,456609.28,7,4,4665,2123,2,0,0,2,7,3057,1428,1949,0,98006,47.11562006974698,-121.80517597431025
679,1973-06-13,631450.52,2,5,4402,1012,3,0,0,3,5,1943,329,1970,2000,98010,47.36404717441892,-122.58604405150435
680,1983-01-13,557501.53,1,3,2964,1001,1,1,4,3,10,1287,1242,1915,1972,98004,47.00208876916354,-121.79350450933651
681,2017-01-06,458098.46,7,6,2052,8106,3,0,0,1,8,1891,1331,2006,0,98003,47.47028629840151,-121.62881723637207
682,2015-03-09,673088.74,6,5,4564,8223,3,1,1,3,7,3842,1604,1951,0,98010,47.78482734740855,-122.27349612388014
683,2018-03-08,523286.58,4,4,3690,8709,2,0,3,3,12,2835,553,2007,0,98009,47.702470480704186,-122.25397141352842
684,2021-06-19,452820.56,6,6,1498,5778,2,1,2,4,10,1129,57,2021,2024,98001,47.7212094375158,-121.94269821351936
685,1999-12-10,359455.59,3,1,2379,1577,3,0,0,4,4,1768,279,1970,0,98009,47.49438464456501,-122.14568166119832
686,2020-05-03,584612.78,2,5,3234,3104,2,1,0,2,4,2846,259,2019,0,98001,47.74649342449342,-122.09435712016194
687,2020-04-14,432313.97,2,2,4252,4584,3,1,0,3,10,3300,910,2013,0,98002,47.100775073230885,-122.59855463058204
688,1953-05-20,449027.25,8,4,892,6744,2,1,3,3,10,3049,1129,1946,0,98001,47.126171455333626,-122.1898610717441
689,2006-11-18,556012.91,5,5,3827,3350,2,1,2,4,6,3070,225,1957,0,98004,47.42448301087383,-121.70665448543694
690,2000-10-29,489661.97,7,3,3215,1797,2,1,1,3,13,4267,216,1977,0,98008,47.78408246041351,-122.51828883387347
691,1938-04-28,461423.69,6,4,4886,1750,1,1,0,5,9,4083,1232,1918,2015,98009,47.29344390591408,-122.29446640705163
692,1926-05-06,574938.18,7,1,1895,7737,2,0,1,2,10,2983,1800,1917,0,98002,47.19868599698624,-122.21595082108279
693,1952-02-22,509568.9,7,3,4703,9191,3,1,2,3,1,988,529,1944,0,98008,47.71787845319027,-121.70616574812236
694,2005-07-08,690029.17,2,6,3969,2258,1,0,0,3,9,586,308,1918,0,98002,47.672821169660544,-122.1937322629493
695,2021-09-13,506790.43,8,5,2763,7635,2,0,4,3,10,1002,1628,1995,0,98002,47.146028339098706,-122.10083237322235
696,2000-05-09,358004.33,7,6,1163,6420,3,0,4,5,7,3200,1895,1999,0,98006,47.24212031169442,-122.02321229344521
697,2021-01-09,437336.26,5,4,3073,2489,3,0,4,4,8,525,1060,1940,0,98009,47.66855660033205,-122.2295661844509
698,1953-11-25,496890.12,5,3,4348,6430,2,0,0,2,3,1509,1994,1944,0,98008,47.22865642450109,-121.67366792121449
699,2019-07-31,416810.67,1,6,1404,2233,3,0,4,2,3,1321,457,1980,2021,98009,47.766010675264766,-122.21604187687268
700,2001-05-13,432962.83,2,1,4914,2432,2,1,3,4,11,3063,890,1912,0,98006,47.607154192889475,-121.74854013556626
701,1990-07-30,479422.72,7,5,2233,9209,3,1,4,1,8,2273,1837,1986,2013,98008,47.7023215398967,-122.56010543129086
702,1989-04-23,380776.14,5,4,910,8299,1,0,1,5,7,3683,1428,1958,1975,98007,47.62331249582246,-121.64306619413938
703,1929-05-29,532426.24,6,2,1298,3298,1,1,3,4,5,1348,764,1915,0,98009,47.02921559615267,-121.81408081255975
704,1996-05-13,485442.26,3,1,4771,4484,1,0,1,1,9,2505,514,1918,0,98005,47.23504224809475,-122.00983478468343
705,1943-04-09,443862.36,6,4,3678,6588,1,0,1,3,10,1919,1915,1922,0,98001,47.238108213401254,-121.81057844111803
706,1960-11-30,508848.14,2,3,2071,8134,3,1,0,4,8,526,1320,1942,0,98010,47.291418095874185,-122.29910824306154
707,1964-11-14,478691.25,7,2,4840,3601,1,0,2,2,10,3026,1382,1953,0,98007,47.5505813654863,-121.69399130298353
708,2004-06-29,488288.75,8,4,1815,3249,2,1,2,3,3,4165,29,2004,2021,98007,47.142265089371314,-122.43914798346243
709,1933-10-12,614215.84,1,6,3577,3527,1,1,2,1,1,1553,1612,1903,0,98001,47.49941693879941,-122.11261588330888
710,1994-05-22,275693.89,1,1,4708,9646,2,0,1,5,6,4056,1019,1912,0,98007,47.68008946268182,-121.97443508650933
711,2017-11-25,505644.29,4,3,1792,4592,1,1,4,3,6,1348,1664,2010,2010,98010,47.37217360935417,-122.26721597538378
712,2010-12-03,514956.27,2,3,1137,3151,1,1,2,2,5,3475,1574,1922,1949,98009,47.189026823977734,-122.56350274475493
713,1990-06-02,478458.32,5,4,4748,1291,3,1,1,4,13,946,1420,1924,1996,98009,47.63555708045348,-121.72565402227949
714,2016-04-27,667385.67,3,4,2541,8072,3,0,0,4,13,2543,1615,2002,0,98007,47.49830578624077,-121.81718606782245
715,1989-02-06,551570.82,1,6,4208,2051,2,0,4,4,3,2205,1882,1929,0,98009,47.00473754658955,-122.39879699640842
716,2002-08-31,490221.4,2,2,3095,4519,2,0,1,2,12,1009,10,1916,1975,98009,47.63443029604832,-121.98036183632975
717,1950-06-20,630236.77,4,3,3467,4919,3,1,0,4,4,3245,978,1919,0,98005,47.44470401166159,-122.4332352408193
718,1995-11-29,516076.95,8,5,1949,5733,2,0,4,4,13,2313,308,1964,0,98001,47.698921459779434,-121.60782584958822
719,1973-08-24,440542.52,7,2,1346,6207,3,1,4,3,5,4434,1564,1972,0,98008,47.00194973326598,-122.28137438198014
720,2004-10-10,567894.53,6,1,2332,5059,1,0,4,2,9,703,594,1941,0,98010,47.64470006422373,-122.33220312900778
721,1990-04-25,554815.39,1,3,3536,5903,2,0,0,3,13,3236,1820,1972,0,98003,47.515921926047874,-122.34132589307849
722,1986-07-08,386181.69,4,3,3726,6458,2,0,0,2,1,3136,1679,1984,0,98009,47.6217831494605,-122.18944295023508
723,1975-05-06,579025.96,8,3,4483,7873,2,0,4,2,13,3937,1533,1945,0,98002,47.54328897307295,-122.04826649651973
724,1993-03-09,720652.3,2,5,1796,1422,1,0,3,1,8,2788,1986,1981,2006,98006,47.70540903973306,-121.96605283820315
725,1978-05-13,555973.73,7,1,4021,1456,2,1,0,5,9,1728,1769,1954,0,98010,47.65997613484986,-122.48821513402257
726,2006-05-31,607034.97,1,3,2849,8093,1,0,1,4,5,4403,1284,1919,0,98008,47.070969739239686,-122.22678232378823
727,1970-05-29,553368.43,7,2,3208,8112,1,1,3,4,2,2910,0,1905,0,98010,47.766495418338366,-122.1416924871107
728,2009-12-18,434921.51,1,4,3086,9401,2,1,1,1,12,3247,1319,1970,2011,98005,47.11018003380908,-122.5066051119921
729,1965-11-04,411530.54,2,5,2714,8892,3,1,3,5,1,1459,289,1961,0,98004,47.153849302868856,-121.95670789871717
730,1951-01-06,491831.72,2,3,1359,2753,2,0,1,2,12,3500,1476,1943,2017,98004,47.55150733490886,-122.08008705490876
731,2020-02-07,489815.1,7,6,3940,2765,2,1,2,3,2,4068,1340,1998,0,98010,47.604822838024496,-122.08204558192637
732,2016-02-12,526785.34,4,3,2578,5742,1,1,2,5,2,4205,813,2013,0,98009,47.07349562118622,-121.89696205210159
733,2011-04-24,352688.1,8,1,2707,8515,3,1,1,5,11,1684,1080,2005,2007,98006,47.08812748932938,-122.22596635301623
734,2017-09-16,498893.11,5,6,2100,2476,2,0,4,2,5,3457,52,1970,0,98002,47.472672267632596,-122.19801763232987
735,1934-06-27,507618.66,6,1,3212,3812,1,0,3,4,10,2593,1963,1934,0,98007,47.39449879957474,-122.46906173027733
736,1989-06-29,579402.78,4,5,950,7625,2,0,1,3,4,2383,701,1971,0,98010,47.434505483721296,-122.25198594174653
737,2010-02-18,532613.74,3,5,2324,3230,3,1,0,4,6,3689,1569,2005,0,98001,47.02020101564102,-122.0048718941936
738,2019-08-22,602336.89,8,6,2755,3198,1,0,4,5,11,2401,1686,2012,0,98007,47.502913866675435,-122.40861396609715
739,2008-01-15,371809.91,5,1,1513,5491,2,0,0,1,6,1423,650,1998,2017,98007,47.73505046270878,-122.30093858471558
740,1983-04-21,418428.0,6,6,4825,6751,2,0,0,2,12,1823,40,1968,0,98003,47.522740464201235,-121.7571783878344
741,2020-10-25,476457.59,7,3,2770,9955,3,1,0,4,13,4292,825,1981,0,98007,47.072443588954414,-121.75057240465802
742,1918-04-15,696853.84,3,3,4325,2024,1,0,1,3,3,1002,606,1909,0,98002,47.01581221643087,-121.9017846102177
743,1949-05-29,623988.88,5,4,3195,1491,1,1,2,4,5,1148,1148,1931,0,98006,47.43243431498034,-121.70008812812455
744,2021-08-13,352556.48,3,6,2067,3025,3,0,2,3,2,2531,1716,1956,1979,98005,47.648828983420415,-122.55397753864628
745,2024-05-25,573683.82,4,4,2445,9915,1,0,3,5,1,3223,1835,1977,0,98010,47.39962638208101,-122.54288788258214
746,2021-08-10,546670.48,8,4,4847,3060,2,1,3,1,11,2453,166,1922,1961,98005,47.48272430998765,-121.79857641314193
747,2020-01-21,620447.95,4,4,4816,2272,2,0,1,5,5,3945,1999,2017,0,98005,47.69976853073238,-122.13542050247685
748,2024-04-21,412603.05,3,6,1683,2786,1,1,2,1,7,3671,1233,2024,2024,98005,47.07394203458047,-121.88922077309422
749,1995-11-28,356478.91,1,1,3525,7773,1,0,1,3,10,4449,873,1930,0,98007,47.49191018921456,-121.74800008648437
750,1978-01-23,666600.4,8,2,4770,3954,2,0,2,3,6,3283,429,1936,0,98009,47.16240520387512,-121.6899499321011
751,2003-03-17,483786.54,3,1,3507,4792,1,0,4,2,6,599,1311,1973,0,98008,47.588425580954734,-121.64864713206316
752,1991-06-06,313759.71,6,6,917,2063,2,1,2,2,12,644,1460,1960,0,98010,47.48431128724356,-121.60361275731145
753,2024-06-03,491070.89,3,6,1446,8397,3,0,4,1,12,3247,853,1987,2004,98010,47.626635225760786,-121.7588880907515
754,2022-04-26,358447.8,7,6,3041,2759,3,1,1,4,1,621,1388,2022,2022,98002,47.58953097393339,-122.52322755470509
755,2022-02-12,502210.45,7,1,4636,5531,1,0,3,1,2,2401,1995,2018,2018,98006,47.049929172437984,-121.93942532675919
756,1989-08-16,562870.44,2,5,936,3666,2,0,2,5,3,3888,1383,1944,0,98009,47.33607416423365,-121.8753776632572
757,1992-12-06,305563.48,8,2,3573,4592,1,0,3,4,5,895,1817,1980,0,98008,47.534463222961755,-122.35920928561198
758,1969-02-05,448456.75,8,6,3735,7532,3,0,3,2,10,3689,1776,1926,2013,98009,47.738356231403124,-121.74584955291387
759,1987-02-26,341928.9,8,6,3946,3212,3,0,3,1,5,3689,1156,1986,0,98004,47.20737146241586,-122.19292942740185
760,1939-04-28,438257.88,4,4,4748,3051,3,1,1,4,4,3123,1963,1910,0,98007,47.69901404745083,-122.52546463458602
761,1971-05-25,367317.37,4,4,1847,8342,1,1,0,3,6,1468,314,1926,2014,98001,47.67340497151375,-121.73367184813132
762,2024-03-03,465167.29,6,5,3096,5446,3,0,0,3,1,3538,0,2005,0,98005,47.02126869165366,-121.87945105813358
763,2011-07-18,525856.68,1,2,3569,8944,1,0,3,4,5,546,523,1980,1983,98009,47.525412218898,-121.97626514593603
764,1939-02-19,490984.47,5,3,3153,7604,2,1,2,1,6,2724,1300,1929,0,98003,47.09013969026353,-121.85709096400312
765,1969-09-24,422261.96,2,3,1717,7686,2,0,2,4,6,2984,1958,1908,0,98009,47.630191085220595,-121.75619431272176
766,2003-07-05,595801.85,3,3,1874,7837,3,0,0,5,11,4215,1887,1961,0,98003,47.29971780343264,-122.07659816737304
767,2021-05-18,604847.25,6,1,4775,3898,3,1,4,2,12,3474,1964,2020,0,98005,47.21312053358604,-122.15149739757497
768,2024-02-11,390993.18,2,6,2840,3780,2,0,3,5,3,1239,873,2024,0,98008,47.24335428531079,-122.4540688893992
769,1987-08-01,476527.1,8,6,1128,5988,1,0,4,5,12,2355,1338,1957,0,98003,47.42081113274448,-122.20542105510114
770,1919-03-14,382393.78,5,2,2519,1643,1,1,4,1,6,2292,1341,1906,0,98004,47.05683077197198,-121.97432489568207
771,2019-11-29,474124.92,4,6,3040,1959,2,0,0,4,1,2670,76,1976,0,98002,47.502529368105606,-121.63500687487785
772,1926-02-01,444379.92,1,4,4488,3724,1,1,3,2,3,1716,541,1916,0,98001,47.47626966498942,-122.38403061899947
773,1986-04-11,563318.75,8,4,3570,4765,3,1,3,2,2,2968,347,1974,0,98007,47.49255050878311,-122.47690900864924
774,2024-06-19,782193.41,6,3,2000,5169,2,1,1,4,11,2076,1693,2018,0,98004,47.31939353463553,-121.78761156941283
775,2020-05-27,376603.96,2,6,2436,1585,3,1,4,1,3,1295,21,1951,0,98007,47.487931931041224,-121.94386216955412
776,1971-08-04,520669.09,1,5,815,8860,3,1,3,1,3,1923,1757,1921,0,98009,47.333692257036006,-122.21323637467552
777,1984-05-26,511304.41,7,3,1549,5072,1,1,2,5,1,3815,375,1960,0,98006,47.21729601998073,-122.34251098061684
778,2016-02-08,518232.02,8,4,4214,2555,1,0,3,4,2,1745,471,1971,0,98010,47.79843490126581,-122.2638214750447
779,1988-08-11,540135.28,5,2,801,5462,2,1,1,3,11,1989,686,1984,0,98010,47.67537124067715,-122.2106646617495
780,1985-07-21,577059.94,4,6,4562,1394,3,0,0,1,6,1382,1763,1984,0,98007,47.117148780126634,-121.63296285618263
781,2016-10-02,656675.47,3,1,3578,6081,1,1,0,4,4,645,1458,1990,0,98002,47.468095299163686,-122.15195016926262
782,2020-10-21,599175.75,2,6,1845,5296,2,1,3,3,11,2869,1621,1977,0,98004,47.31040041304498,-121.99515145401801
783,2024-05-16,428901.01,1,1,2499,8027,3,1,0,5,9,3825,1143,2024,0,98002,47.620569434803194,-122.00977847577165
784,1987-03-03,488522.26,2,2,3584,9712,1,1,4,5,4,2038,1418,1942,0,98004,47.025958233547804,-121.72158339957909
785,2020-01-23,379751.59,3,3,1013,5214,1,1,2,5,13,3617,990,1987,2023,98005,47.68139702708843,-121.97520345588616
786,2013-01-08,297563.69,8,4,1699,2860,3,1,3,5,8,1257,711,2011,0,98003,47.247670038201534,-121.61905107853396
787,2003-05-11,497211.46,6,6,3176,4764,1,1,4,1,12,791,805,1976,1990,98007,47.04576399654778,-121.92566241283541
788,1959-05-28,588976.34,8,6,3729,1467,3,1,2,1,4,3770,428,1956,1987,98009,47.33630762391075,-121.89219312487198
789,2000-10-28,442801.37,4,5,1828,4939,3,0,2,3,7,3468,1821,1963,1994,98004,47.55996419656745,-122.20244680882406
790,2011-12-03,554392.81,1,5,1456,6939,1,1,1,2,4,3009,1617,1974,0,98002,47.077781345532344,-121.88507227581485
791,1998-04-23,553259.95,4,3,4259,8298,2,1,1,4,10,2526,1593,1996,0,98004,47.2946719800939,-121.61412635152577
792,1957-04-27,373063.38,5,1,3252,1815,3,0,3,2,12,2795,945,1947,0,98009,47.55115069154863,-122.29437856000881
793,1988-04-09,532803.98,5,6,4924,4535,1,1,0,5,1,3337,1360,1935,1968,98003,47.318212032370226,-122.58469243282885
794,2002-07-07,646491.03,1,6,3401,9386,3,1,4,2,3,3327,1155,1994,0,98009,47.3738165847962,-122.22368599625958
795,1998-06-09,607315.44,8,4,3746,9292,1,0,1,1,2,1824,1851,1992,0,98006,47.35970054012403,-121.99879249887321
796,2019-02-11,474436.66,1,4,2712,5333,2,0,1,3,5,2447,1535,1955,1959,98008,47.430766341389266,-121.64508711137871
797,1934-04-25,517909.33,5,3,3538,6745,2,0,2,5,6,2545,1913,1915,1968,98005,47.250967799375,-121.94602952363188
798,2019-04-17,565077.93,2,4,4704,2996,3,0,3,2,1,2347,766,1981,1987,98001,47.03693840307923,-122.20340107500887
799,2022-10-06,534765.66,7,1,2603,8099,1,1,3,4,11,614,1995,1924,0,98001,47.12144917049575,-121.65302800630698
800,1931-11-18,556034.7,5,2,1527,5221,2,0,1,5,12,3567,393,1904,1939,98007,47.000614731123825,-122.5421738012311
801,2010-03-29,452715.81,5,3,3851,2416,1,0,0,5,11,919,269,1987,0,98009,47.34572404706777,-122.43500753148555
802,1966-10-20,589138.87,1,5,2891,9763,1,0,3,1,12,3266,331,1959,0,98005,47.647243897494306,-122.05470857079376
803,2009-10-07,479650.73,8,3,874,2438,3,1,0,2,13,640,664,1985,1997,98007,47.13656097233564,-121.73533818425197
804,1981-12-04,452639.89,7,4,4091,8374,3,1,3,5,10,2373,1428,1940,2004,98006,47.666089872002715,-122.15646968336102
805,1984-02-14,539168.83,7,6,1138,3569,3,1,3,1,9,1737,1041,1944,0,98008,47.09692228697722,-122.3484521971076
806,2007-03-28,553255.26,8,1,1549,9350,2,0,1,5,6,3153,93,2003,2024,98005,47.00504053794217,-121.84159878670395
807,1971-09-01,438098.88,5,5,4286,9981,1,0,1,5,7,1199,1461,1970,0,98009,47.46415739574977,-122.4696471404913
808,2001-07-21,339626.49,3,3,887,1068,2,0,0,4,10,1611,822,1939,0,98009,47.34605285607657,-121.93676021533747
809,2016-12-18,601129.35,6,2,2042,9830,3,0,0,3,4,1927,0,1984,1997,98009,47.53631537247762,-121.83075185802949
810,1950-07-15,453657.09,7,3,2320,3788,3,1,0,2,9,2908,1020,1941,0,98005,47.502004427156116,-122.01863365806337
811,1994-01-12,669836.97,1,1,2119,8380,1,1,2,3,10,2868,1033,1918,1921,98004,47.455774317595804,-122.0072073170016
812,1959-04-03,455462.23,1,2,3159,2729,3,1,4,2,11,4328,1074,1914,1960,98002,47.45777176454205,-122.38089981654352
813,2013-06-07,435050.38,3,1,2847,4692,1,1,4,1,13,2372,1363,1944,0,98001,47.49594936911161,-122.08029789079195
814,2016-04-20,507525.47,5,1,1460,6133,3,1,1,4,5,3665,813,1940,0,98006,47.3466014759448,-121.94772706689845
815,2016-06-11,471007.95,2,2,2559,6763,3,0,4,3,12,4408,1707,1987,1996,98005,47.57422105687144,-121.95440625134363
816,2018-01-07,704125.85,3,2,1950,4428,2,1,0,4,5,3087,1087,1904,1984,98005,47.511920223441756,-122.31233345930866
817,2019-05-19,530341.81,2,5,4640,5833,1,0,0,5,7,3303,1631,2007,2022,98001,47.04151254644006,-122.56904289013313
818,1989-06-06,546199.01,4,1,1993,8784,3,1,1,2,1,2304,1557,1929,2013,98006,47.07436761044482,-121.99760143578044
819,2024-02-10,631119.99,4,6,2341,8103,3,1,4,1,2,2401,930,2024,2024,98007,47.06415560539912,-122.22924232416081
820,2017-10-18,685867.8,5,6,3488,8113,3,1,1,5,9,1525,1576,1995,0,98010,47.736637269097606,-121.93385106083001
821,2018-06-30,491012.5,4,2,4171,5871,3,1,1,1,10,3977,1167,2003,0,98001,47.36526568201049,-121.7999131503001
822,2016-09-15,471909.42,4,5,2506,2622,1,0,3,3,13,3718,1491,2002,2007,98010,47.46044523092575,-122.55679325132172
823,2024-05-16,583776.84,3,2,3053,7214,1,1,0,4,13,2410,44,2024,0,98009,47.44208785096985,-122.1987941731206
824,1976-03-05,436886.66,3,5,1177,1609,2,0,1,4,10,4269,570,1920,0,98005,47.419284532959004,-122.02236815938359
825,2017-12-09,392048.58,4,5,4331,6128,2,1,2,3,4,2590,771,1913,0,98008,47.39374519905016,-121.84146316376523
826,1977-04-22,467588.92,8,2,3996,2264,2,0,1,1,11,4488,844,1936,0,98008,47.274931344877096,-121.66345200730724
827,2015-11-30,544762.63,6,4,1463,3906,1,1,4,2,5,3453,1114,2009,2009,98005,47.701019082394126,-122.36025279856602
828,2000-04-09,431641.16,1,5,3672,3036,1,0,0,2,10,4331,881,1909,0,98005,47.772367056215295,-122.44889239367353
829,2012-02-09,399473.7,1,1,2813,6395,1,0,0,5,8,1105,1440,2008,2016,98008,47.090346679264734,-122.56594072789369
830,2015-07-11,480957.64,6,2,4191,6910,1,0,1,5,2,1795,826,1985,2005,98003,47.503547065693105,-122.39423805250256
831,2016-10-01,449661.05,8,3,2152,3508,2,0,0,1,5,4150,1389,1916,0,98006,47.673467463980565,-121.77022842426564
832,1976-12-04,328764.66,4,6,4405,9077,3,0,1,4,7,3771,15,1941,0,98005,47.38880429893891,-121.77677780485149
833,1953-02-25,658016.63,3,1,2655,7633,3,0,3,1,11,1374,1930,1953,1963,98005,47.34347096453054,-122.44640075332651
834,1994-09-03,343994.49,2,1,1540,4624,1,1,0,4,13,4177,1952,1983,0,98010,47.42664370741102,-121.66430480531035
835,1983-09-03,558385.8,1,2,3629,5063,2,1,3,2,8,1845,1519,1981,0,98009,47.71103952287746,-121.62892169223474
836,1975-02-28,534370.07,1,6,2056,8938,3,1,0,1,8,836,1470,1915,1979,98008,47.38213519960055,-122.58856122222717
837,2015-08-11,670214.96,8,6,3591,3811,2,0,0,3,1,1982,1159,1907,0,98001,47.45660746555143,-121.61887249450196
838,2005-05-04,497599.7,3,6,1499,7091,1,0,3,5,9,586,1227,1986,0,98001,47.738432386004995,-121.93744409077077
839,1996-03-26,617434.08,4,2,1638,9319,3,1,3,4,3,4180,1964,1974,0,98010,47.542344665348296,-121.97301337291958
840,1973-01-08,662468.12,5,6,4900,3944,3,0,2,4,12,1220,645,1928,1947,98009,47.095560621694545,-122.51751929647763
841,1948-09-27,518703.72,1,5,2350,7026,3,1,2,1,3,1270,1454,1906,0,98009,47.490736003571264,-121.77876259164755
842,1994-02-07,492826.11,5,6,1759,1761,2,0,4,3,11,1918,531,1928,1996,98008,47.18148081870003,-121.76528802148479
843,2024-06-21,535096.87,7,2,4273,1523,1,1,0,4,9,1066,269,2011,0,98010,47.032119176075206,-122.02244666159244
844,1999-04-05,611792.28,1,3,4295,9674,1,0,3,5,4,3599,121,1999,0,98006,47.5375785453428,-122.41894968709693
845,1990-08-20,445878.93,3,2,1118,7627,3,0,3,1,3,1380,384,1979,0,98006,47.03056840786737,-122.54542388667423
846,2010-09-07,632631.41,7,6,4523,4576,3,1,4,1,5,2539,1839,1994,0,98003,47.79240000612635,-122.5732040746664
847,1951-06-30,656089.54,6,4,2236,5785,2,1,3,1,1,2083,1750,1902,2021,98001,47.34774726849936,-121.90120423423413
848,1992-10-08,552460.66,1,2,4708,4163,2,1,3,5,1,2908,34,1965,1968,98008,47.69647064566304,-122.28055156983419
849,2023-04-06,306434.82,4,1,4074,8993,3,0,0,1,10,3550,344,2020,0,98004,47.21209485278346,-122.48084690929336
850,2020-08-15,456013.27,4,3,870,5803,2,1,3,1,3,3730,950,1979,0,98008,47.00396043311362,-121.76118119615306
851,2023-09-27,538998.11,5,1,2830,8348,2,1,0,1,11,1041,1643,2023,0,98008,47.275780146745674,-122.07151157380986
852,2014-05-18,386341.4,8,4,2114,5120,2,1,3,1,3,4208,1597,1935,0,98008,47.237257302273505,-122.28777839786925
853,2022-05-28,427665.95,7,6,4246,4053,2,1,2,1,4,3349,1298,2019,0,98004,47.51110535579245,-122.0359200649056
854,1990-06-26,497698.27,4,3,3381,9728,2,0,3,5,4,1305,1847,1987,0,98002,47.63404482684908,-122.31664450335424
855,1994-02-28,646323.26,6,3,3823,9896,3,1,2,3,3,804,1419,1986,0,98001,47.326978962435646,-122.29172399038144
856,1905-12-27,476134.38,1,1,2008,8265,2,1,0,3,2,3094,1158,1901,0,98006,47.684167327294205,-122.15568803212534
857,2022-07-12,526979.68,8,4,4588,4923,1,0,3,5,1,4308,649,2013,0,98003,47.57064578380162,-122.54610273882999
858,1998-03-14,443016.8,7,3,2836,5997,2,1,4,1,6,3009,230,1997,0,98007,47.73935473554522,-122.5062369694798
859,2007-07-10,484924.66,1,6,4009,7019,2,0,1,4,9,3268,1596,1998,2004,98004,47.02891634040649,-122.38239553196554
860,2016-10-27,575442.95,1,3,4680,8416,3,0,4,2,13,2499,1259,2014,2023,98006,47.321775135475015,-122.0456708365949
861,1989-08-30,532449.53,6,3,946,4309,3,0,2,2,4,3183,786,1976,0,98005,47.10514915169469,-121.76337758752986
862,2011-02-16,548609.72,8,5,4572,6848,2,1,1,1,9,2763,433,1980,0,98008,47.621896324987624,-122.17643686142293
863,1943-03-09,515841.12,2,4,1478,5058,3,0,1,3,1,4182,1816,1934,0,98008,47.36220090690754,-122.26258222778401
864,2013-08-31,510388.92,7,2,952,8847,1,0,3,1,9,4361,665,1955,1974,98008,47.10252488199167,-122.23280097114481
865,1976-11-21,722483.68,7,1,3277,2344,1,1,1,5,4,3125,1362,1941,0,98005,47.30957451871497,-122.24199683632123
866,2001-07-03,537397.15,7,4,2865,3016,3,1,3,1,3,1656,1891,1986,0,98006,47.35979862378352,-122.26818877557591
867,2024-05-31,264682.99,5,4,949,9637,2,1,0,3,3,3043,1120,2009,0,98008,47.134433175111944,-121.76289131934541
868,2013-05-23,472583.62,4,3,4690,1703,1,1,4,3,4,3415,758,1942,0,98005,47.10012810249763,-122.5587277368906
869,1927-11-01,534964.7,5,2,2038,9631,1,1,1,1,6,3383,1726,1923,0,98007,47.0658859654659,-122.38984927896514
870,2019-05-24,503522.81,2,6,3345,6348,3,1,4,2,13,1617,262,2013,2024,98007,47.14235489154852,-122.28472238025381
871,1981-05-11,665343.67,1,5,3738,6037,1,0,0,2,5,3543,1773,1942,1965,98006,47.63547216615662,-122.50163077522865
872,2021-02-07,575830.71,1,4,3828,2040,1,0,1,2,6,2805,1809,2021,2021,98006,47.33173990488191,-122.2546442216483
873,1978-07-30,549384.65,7,4,891,5583,3,1,4,2,12,2821,363,1952,0,98003,47.775422233744344,-122.223261595893
874,1928-12-02,524355.84,1,3,2739,9245,1,1,0,4,12,992,1348,1905,1905,98003,47.39127176415366,-121.62248791361166
875,2019-08-23,626388.45,3,6,2033,7713,2,0,4,2,6,3145,462,2017,0,98007,47.48339166083641,-121.83742743089621
876,2021-09-18,704181.71,3,1,1186,4961,2,1,1,5,3,2533,617,2006,0,98010,47.191549181141184,-121.91931273320415
877,2021-01-03,512015.43,2,3,963,3973,2,0,2,4,9,1122,22,1914,1940,98009,47.13010717647567,-122.10252918345199
878,2001-05-28,527491.89,5,2,1716,6798,1,1,3,2,9,1614,1888,1942,1986,98005,47.02799418015223,-121.85228777820795
879,1965-09-24,543973.22,3,6,2385,6979,1,0,3,3,8,3359,270,1960,0,98009,47.32440072612856,-122.45127456615305
880,1973-10-18,666288.35,5,5,1971,3492,2,1,4,2,3,4112,756,1947,0,98007,47.453301042780865,-121.97948441653219
881,2019-09-30,430249.88,8,2,936,2154,1,0,4,1,1,1171,1990,2018,0,98003,47.04551079224325,-121.9455438095776
882,1990-05-18,387694.21,7,1,2600,6795,2,1,2,1,6,2153,214,1990,0,98005,47.71020684723105,-121.63228966304422
883,2015-01-17,380411.7,1,3,1637,3339,2,0,1,3,4,1271,218,1990,1995,98005,47.30824619986583,-121.85001172314773
884,2008-08-04,456630.9,2,1,3582,5418,2,0,0,4,13,1150,1282,1996,0,98003,47.77159003924378,-122.39563851458112
885,2007-05-22,399565.53,1,4,3345,3221,1,0,1,1,7,2779,151,1997,0,98001,47.15172248992494,-122.25142194604364
886,2020-06-09,559506.22,2,3,2615,7789,1,1,1,2,1,3164,1813,1986,0,98010,47.10033654581107,-122.53965368873307
887,2013-09-10,717153.9,2,5,4238,5046,2,1,1,1,7,2948,1442,1976,1988,98005,47.66243847105354,-122.19392790159287
888,1977-04-24,524233.5,3,1,1700,8425,2,1,0,5,11,4415,1316,1962,0,98005,47.189481761363474,-122.41699184229032
